freq,SMA_S,SMA_L,Signal_Mw,num_trades,strat_multiple,bh_multiple,outperf_net,outperf,num_samples
25.0,15.0,50.0,20.0,4486.0,0.839,0.36,-0.351,0.479,94853.0
25.0,15.0,50.0,25.0,4176.0,0.846,0.36,-0.347,0.486,94853.0
25.0,15.0,50.0,30.0,3910.0,1.17,0.36,-0.337,0.81,94853.0
25.0,15.0,50.0,35.0,3720.0,1.923,0.36,-0.313,1.563,94853.0
25.0,20.0,30.0,5.0,8136.0,0.141,0.36,-0.36,-0.219,94853.0
25.0,20.0,30.0,10.0,6032.0,0.319,0.36,-0.359,-0.041,94853.0
25.0,20.0,30.0,15.0,5082.0,0.45,0.36,-0.357,0.09,94853.0
25.0,20.0,30.0,20.0,4584.0,0.62,0.36,-0.354,0.26,94853.0
25.0,20.0,30.0,25.0,4174.0,1.06,0.36,-0.344,0.7,94853.0
25.0,20.0,30.0,30.0,3934.0,1.091,0.36,-0.339,0.731,94853.0
25.0,20.0,30.0,35.0,3808.0,1.434,0.36,-0.328,1.074,94853.0
25.0,20.0,40.0,5.0,7776.0,0.114,0.36,-0.36,-0.246,94853.0
25.0,20.0,40.0,10.0,5570.0,0.714,0.36,-0.357,0.354,94853.0
25.0,20.0,40.0,15.0,4726.0,0.423,0.36,-0.356,0.063,94853.0
25.0,20.0,40.0,20.0,4204.0,0.927,0.36,-0.346,0.567,94853.0
